title,year,genre,actor,imdb_id,kind,matched_by,rating,votes
Motown Magic,2018,Little Kids,"Avia Fields,Marissa Margaux,Monie Mon",8959860,tv series,year and actor match,7.8,244
The Crown,2016,Series,"Olivia Colman,Helena Bonham Carter,Tobias Menzies",4786824,tv series,year and actor match,8.7,115904
Bottersnikes & Gumbles,2016,Little Kids,"Jason Callender,Kathryn Drysdale,Akiya Henry",6015820,tv series,Company Name Match,5.1,37
The Queen of Flow,2018,Spanish-language TV Programmes,"Carolina Ramírez,Carlos Torres,Andrés Sandoval",8560918,tv series,year and actor match,7.9,497
Boca Juniors Confidential,2018,International Documentaries,,8893546,tv series,year match,6.4,247
Nailed It!,2018,Reality TV,"Nicole Byer,Jacques Torres",6987788,tv series,year and actor match,7.4,3552
(Un)Well,2020,Reality TV,,12759384,tv series,year match,6.1,135
The Worst Witch,2017,Kids' TV for ages 8 to 10,"Bella Ramsey,Clare Higgins,Raquel Cassidy",5721172,tv series,year and actor match,7.4,1538
Kingdom,2019,Korean Programmes,"Ju Ji-hoon,Ryu Seung-ryong,Bae Doona",6611916,tv series,year and actor match,8.4,25562
Car Masters: Rust to Riches,2018,Reality TV,"Mark Towle,Shawn Pilot,Constance Nunes",8893550,tv series,year and actor match,8.8,6901
Spirit Riding Free,2017,Animal Tales,"Amber Frank,Sydney Park,Bailey Gambertoglio",6710836,tv series,year and actor match,6.5,769
Omniscient,2020,Brazilian TV Programmes,"Carla Salle,Sandra Corveloni,Jonathan Haagensen",11542920,tv series,year and actor match,6.3,1212
Tuca & Bertie,2019,Award-winning TV Programmes,"Tiffany Haddish,Ali Wong,Steven Yeun",8036272,tv series,year and actor match,7.4,4437
Million Yen Women,2017,Series,"Yojiro Noda,Rila Fukushima,Rena Matsui",6686450,tv mini series,year and actor match,7.7,1310
Luna Nera,2020,Teen Programmes,"Antonia Fotaras,Giorgio Belli,Manuela Mandracchia",8403622,tv series,year and actor match,5.5,1876
Meteor Garden,2018,Teen Romance,"Shen Yue,Dylan Wang,Darren Chen",8690890,tv series,year and actor match,8.1,2387
Between,2015,Canadian TV Programmes,"Jennette McCurdy,Jesse Carere,Ryan Allen",4132692,tv series,year and actor match,6,8073
The Gift,2019,Mystery Programmes,"Beren Saat,Mehmet Günsür,Metin Akdülger",10075318,tv series,year and actor match,7.6,14132
Designated Survivor,2016,Crime TV Dramas,"Kiefer Sutherland,Maggie Q,Kal Penn",5296406,tv series,year and actor match,7.5,71632
Jailbirds,2019,Reality TV,,10243628,tv series,year match,7.2,783
Wanderlust,2018,British TV Dramas,"Toni Collette,Steven Mackintosh,Zawe Ashton",7608238,tv series,year and actor match,7,4136
The Search,2020,Spanish-language TV Programmes,"Darío Yazbek,Diana Bovio,Regina Blandón",12364156,tv mini series,year and actor match,5.4,438
13 Reasons Why,2017,Courtroom TV Dramas,"Dylan Minnette,Katherine Langford,Alisha Boe",1837492,tv series,year and actor match,7.7,246801
Black Spot,2017,French TV Programmes,"Suliane Brahim,Hubert Delattre,Laurent Capelluto",6519410,tv series,year and actor match,7.5,6620
Babies,2020,Social & Cultural Documentaries,,11744632,tv series,year match,6.9,503
The Perfect Date,2019,Teen Comedies,"Noah Centineo,Laura Marano,Camila Mendes",8201170,movie,year and actor match,5.8,30146
Southern Survival,2020,Reality TV,,12588286,tv series,year match,5.8,231
Green Eggs and Ham,2019,TV Cartoons,"Michael Douglas,Adam Devine,Keegan-Michael Key",4651448,tv series,year and actor match,8.2,1613
Last Chance U,2016,Social & Cultural Documentaries,,5863126,tv series,year match,8.5,5687
Too Hot to Handle,2020,Reality TV,Desiree Burch,12004280,tv series,year and actor match,4.5,6889
The Lovebirds,2020,Quirky Romance,"Issa Rae,Kumail Nanjiani,Paul Sparks",8851668,movie,year and actor match,6,17544
Lost in Space,2018,Series,"Molly Parker,Toby Stephens,Maxwell Jenkins",5232792,tv series,year and actor match,7.3,69978
Ultimate Beastmaster,,Series,Tiki Barber,5607970,tv series,actor match,7.3,1991
Unauthorized Living,2018,LGBTQ TV Programmes,"José Coronado,Álex González,Claudia Traisac",6970700,tv series,year and actor match,7.5,2418
Raising Dion,2019,Kids' TV for ages 11 to 12,"Alisha Wainwright,Ja'Siah Young,Jason Ritter",7826108,tv series,year and actor match,7.2,8065
Jeffrey Epstein: Filthy Rich,2020,True Crime Documentaries,,12312250,tv mini series,year match,7.1,13045
Down to Earth with Zac Efron,2020,Travel & Adventure Reality TV,"Zac Efron,Darin Olien",12585152,tv mini series,year and actor match,8.2,3469
Creeped Out,2017,Kids' TV for ages 8 to 10,"Victoria Diamond,William Romain,Sydney Wade",7573024,tv series,year and actor match,6.6,1240
Dawn of the Croods,2015,Kids' TV for ages 8 to 10,"Stephanie Lemelin,A.J. LoCascio,Dan Milano",5193172,tv series,year and actor match,6,478
The Epic Tales of Captain Underpants,2018,TV Cartoons,"Nat Faxon,Jay Gragnani,Ramone Hamilton",7741830,tv series,year and actor match,6.7,602
Unsolved Mysteries,2020,True Crime Documentaries,,9642938,tv series,year match,7.4,4629
The Willoughbys,2020,Comedies,"Will Forte,Maya Rudolph,Ricky Gervais",5206260,movie,year and actor match,6.4,10798
Apache: The Life of Carlos Tevez,2019,Crime TV Dramas,"Balthazar Murillo,Vanesa González,Alberto Ajaka",10715172,tv series,year and actor match,6.6,1159
Possessed,2019,Korean Programmes,"Song Sae-byeok,Go Joon-hee,Youn Jung-hoon",9537306,tv series,year and actor match,7,394
The Innocents,2018,British TV Dramas,"Sorcha Groundsell,Percelle Ascott,Guy Pearce",8021824,tv series,year and actor match,6.3,4991
Delhi Crime,2019,Crime TV Dramas,"Shefali Shah,Rajesh Tailang,Rasika Dugal",9398466,tv series,year and actor match,8.5,10096
Teenage Bounty Hunters,2020,Teen Romance,"Anjelica Bette Fellini,Maddie Phillips,Kadeem Hardison",10584608,tv series,year and actor match,7.5,660
Criminal: UK,2019,Mystery Programmes,"Katherine Kelly,Lee Ingleby,Mark Stanley",9348692,tv series,year and actor match,7.4,8256
Troy: Fall of a City,2018,Action & Adventure Programmes,"Louis Hunter,Bella Dayne,Frances O'Connor",5103758,tv series,year and actor match,3.8,11496
Club de Cuervos Presents: The Ballad of Hugo Sánchez,2018,Mexican TV Programmes,"Jesús Zavala,Ianis Guerrero,Mauro Mauad",8498114,tv series,year and actor match,6.5,644
Edha,2018,Spanish-language TV Programmes,"Juana Viale,Andrés Velencoso,Delfina Chaves",7956274,tv series,year and actor match,4.7,555
Club de Cuervos,2015,Spanish-language TV Programmes,"Luis Gerardo Méndez,Mariana Treviño,Stephanie Cayo",4680240,tv series,year and actor match,8.2,4731
The Healing Powers of Dude,2020,Animal Tales,"Jace Chapman,Larisa Oleynik,Tom Everett Scott",10540562,tv series,year and actor match,6.3,513
Greenhouse Academy,2017,Kids' TV for ages 8 to 10,"Ariel Mortman,Finn Roberts,Chris O'Neal",6076336,tv series,year and actor match,7,4539
Monkey Twins,2018,Action & Adventure Programmes,"Phakin Khamwilaisak,Sumret Muengput,Alisa Kunkwaeng",8507498,tv series,year and actor match,7.8,74
How to Sell Drugs Online (Fast),2019,Teen Programmes,"Maximilian Mundt,Danilo Kamperidis,Lena Klenke",9184994,tv series,year and actor match,7.9,15939
Chambers,2019,Mystery Programmes,"Sivan Alyra Rose,Uma Thurman,Tony Goldwyn",7949204,tv series,year and actor match,6.5,6676
Collateral,2018,British TV Dramas,"Carey Mulligan,John Simm,Nicola Walker",6729080,tv mini series,year and actor match,6.7,12308
Sweet Magnolias,2020,Romance Programmes,"JoAnna Garcia Swisher,Brooke Elliott,Heather Headley",9077540,tv series,year and actor match,7.4,5622
Zumbo's Just Desserts,2016,Reality TV,"Adriano Zumbo,Rachel Khoo",7239256,tv series,year and actor match,6.9,1702
Marvel's Daredevil,2015,Action & Adventure Programmes,"Charlie Cox,Deborah Ann Woll,Elden Henson",3322312,tv series,year and actor match,8.6,352356
Charlie's Colorforms City,2019,Little Kids,"Jacob Soley,Saara Chaudry,Tyler Barish",8115672,tv series,year and actor match,7.9,90
Kong: King of the Apes,2016,Kids' TV for ages 8 to 10,"Lee Tockar,Sam Vincent,Alessandro Juliani",5462936,tv series,year and actor match,5.7,263
Gunjan Saxena: The Kargil Girl,2020,International Films,"Janhvi Kapoor,Pankaj Tripathi,Angad Bedi",10350626,movie,year and actor match,5.3,16501
The Kominsky Method,2018,Series,"Michael Douglas,Alan Arkin,Sarah Baker",7255502,tv series,year and actor match,8.2,22026
Paranoid,2016,British TV Dramas,"Indira Varma,Robert Glenister,Dino Fetscher",5839454,tv mini series,year and actor match,6.7,6260
Aggretsuko,2018,Anime,"Kaolip,Komegumi Koiwasaki,Maki Tsuruta",8019444,tv series,year and actor match,8,4156
Skin Decision: Before and After,2020,Reality TV,,12588326,tv series,year match,5.6,208
Paquita Salas,2016,Sitcoms,"Brays Efe,Belén Cuesta,Lidia San José",5866074,tv series,year and actor match,8,2206
Almost Happy,2020,Comedy Programmes,"Sebastián Wainraich,Natalie Pérez,Santiago Korovsky",12146940,tv series,year and actor match,6.7,501
"Gabriel ""Fluffy"" Iglesias: One Show Fits All",2019,Stand-up & Chat Shows,Gabriel Iglesias,9426212,movie,year and actor match,7.3,1362
VeggieTales in the House,2014,Little Kids,"Phil Vischer,Mike Nawrocki,Rob Paulsen",3692064,tv series,year and actor match,4.5,238
Mr. Iglesias,2019,Sitcoms,"Gabriel Iglesias,Sherri Shepherd,Jacob Vargas",8403536,tv series,year and actor match,7.1,4624
Step Sisters,2018,Teen Comedies,"Megalyn Echikunwoke,Eden Sher,Lyndon Smith",5267472,movie,year and actor match,5.4,3871
72 Dangerous Animals: Asia,2018,Australian TV Programmes,Bob Brisbane,8728268,tv series,year and actor match,6.6,343
The Umbrella Academy,2019,Action & Adventure Programmes,"Ellen Page,Tom Hopper,David Castañeda",1312171,tv series,year and actor match,8,119819
Marvel's The Defenders,2017,Action & Adventure Programmes,"Charlie Cox,Krysten Ritter,Mike Colter",4230076,tv mini series,year and actor match,7.3,86859
VeggieTales in the City,2017,Little Kids,"Phil Vischer,Mike Nawrocki,Rob Paulsen",6562134,tv series,year and actor match,6.2,80
Three Days of Christmas,2019,Spanish-language TV Programmes,"Victoria Abril,Elena Anaya,Mar Ayala",9731254,tv mini series,year and actor match,6.8,786
She's Gotta Have It,2017,Comedy Programmes,"DeWanda Wise,Cleo Anthony,Lyriq Bent",3713588,tv series,year and actor match,6.6,3888
Interior Design Masters,2019,Reality TV,Fearne Cotton,8367694,tv series,year and actor match,6.6,678
The Break,2016,Series,"Yoann Blanc,Guillaume Kerbush,Anne Coesens",4792480,tv series,year and actor match,7.7,4766
Rugal,2020,Action & Adventure Programmes,"Choi Jin-hyuk,Park Sung-woong,Cho Dong-hyuk",11769798,tv series,year and actor match,6.5,357
Black Summer,2019,Action & Adventure Programmes,"Jaime King,Justin Chu Cary,Christine Lee",8923854,tv series,year and actor match,6.4,17618
Terrace House: Opening New Doors,2017,Reality TV,"You,Reina Triendl,Yoshimi Tokui",7776244,tv series,year and actor match,7.8,737
Gabriel lglesias: I’m Sorry For What I Said When I Was Hungry,2016,Stand-up & Chat Shows,Gabriel Iglesias,6302122,movie,year and actor match,7.4,2105
Girls Incarcerated,2018,Reality TV,,8092942,tv series,year match,7.3,859
Examination of Conscience,2019,True Crime Documentaries,"Enric Hernández,Luis Mauri,Albert Solé",9584024,tv mini series,year and title match,7.9,312
Wild District,2018,Spanish-language TV Programmes,"Juan Pablo Raba,Cristina Umaña,Susana Torres",8105958,tv series,year and actor match,8.3,1497
The Chalet,2018,Mystery Programmes,"Chloé Lambert,Philippe Dusseau,Emilie de Preissac",8185084,episode,year and actor match,7.5,116
Glitch Techs,2020,Kids' TV for ages 8 to 10,"Ricardo Hurtado,Monica Ray,Luke Youngblood",7697062,tv series,year and actor match,7.9,357
The Larva Island Movie,2020,Children & Family Films,"Hong Bum-ki,Eddy Lee,Kang Shi-hyun",12588448,movie,year and actor match,5,254
Back with the Ex,2018,Reality TV,,9316002,tv series,year match,6.3,452
Romance Is a Bonus Book,2019,Korean Programmes,"Lee Jong-suk,Lee Na-young,Jung Eugene",9130542,tv series,year and title match,8.1,2163
You vs. Wild,2019,Action & Adventure Programmes,Bear Grylls,10044952,tv series,year and actor match,6.7,1923
Carmen Sandiego,2019,Canadian TV Programmes,"Gina Rodriguez,Finn Wolfhard,Abby Trott",7042146,tv series,year and actor match,7.9,3307
Love Is Blind,2020,Reality TV,"Nick Lachey,Vanessa Lachey",11704040,tv series,year and actor match,6,4192
Bloodline,2015,Series,"Kyle Chandler,Ben Mendelsohn,Sissy Spacek",3520702,tv series,year and actor match,8,42329
Project Power,2020,Crime Action & Adventure,"Jamie Foxx,Joseph Gordon-Levitt,Dominique Fishback",7550000,movie,year and actor match,6.1,15299
6 Underground,2019,Action Thrillers,"Ryan Reynolds,Mélanie Laurent,Corey Hawkins",8106534,movie,year and actor match,6.1,128249
Made in Mexico,2018,Reality TV,,8871764,tv series,year match,4,682
Family Business,2019,French TV Programmes,"Jonathan Cohen,Gérard Darmon,Julia Piaton",10423460,tv series,year and actor match,7.2,1067
Gilmore Girls: A Year in the Life,2016,Comedy Programmes,"Lauren Graham,Alexis Bledel,Kelly Bishop",5435008,tv mini series,year and actor match,7.7,28128
The King: Eternal Monarch,2020,Crime TV Dramas,"Lee Min-ho,Kim Go-eun,Woo Do‑hwan",11228748,tv series,year and actor match,8.4,3303
The Epic Tales of Captain Underpants in Space,2020,TV Cartoons,"Nat Faxon,Jay Gragnani,Ramone Hamilton",12580610,tv series,year and actor match,6.9,19
Love,2016,Comedy Programmes,"Gillian Jacobs,Paul Rust,Claudia O'Doherty",4061080,tv series,year and actor match,7.7,35531
Spenser Confidential,2020,Mysteries,"Mark Wahlberg,Winston Duke,Alan Arkin",8629748,movie,year and actor match,6.2,60274
Crime Diaries: Night Out,2019,Spanish-language TV Programmes,"Sebastián Osorio,Fabiana Medina,Laura Osma",10242266,tv mini series,year and actor match,7.3,583
You,2018,Crime TV Dramas,"Penn Badgley,Elizabeth Lail,Victoria Pedretti",7335184,tv series,year and actor match,7.8,128576
Sense8,2015,LGBTQ TV Programmes,"Tuppence Middleton,Brian J. Smith,Bae Doona",2431438,tv series,year and actor match,8.3,134598
Queer Eye,2018,Award-winning TV Programmes,"Bobby Berk,Karamo Brown,Tan France",7259746,tv series,year and actor match,8.5,14701
1983,2018,Polish TV Programmes,"Robert Więckiewicz,Maciej Musiał,Michalina Olszańska",7371666,tv series,year and title match,6.8,3490
Control Z,2020,Mexican TV Programmes,"Ana Valeria Becerril,Michael Ronda,Yankel Stevan",11937662,tv series,year and actor match,6.9,3348
Fast & Furious Spy Racers,2019,Kids' TV for ages 8 to 10,"Tyler Posey,Charlet Chung,Jorge Diaz",8322592,tv series,year and actor match,5.3,689
72 Dangerous Animals: Latin America,2017,Australian TV Programmes,Bob Brisbane,7909708,tv mini series,year and actor match,6.7,361
The Pharmacist,2020,Social & Cultural Documentaries,,11600174,tv mini series,year match,7.8,4561
Blazing Transfer Students,2017,Action & Adventure Programmes,"Daiki Shigeoka,Akito Kiriyama,Junta Nakama",7931520,tv series,year and actor match,7.3,87
Wolf,2018,Action & Adventure Programmes,"Ahu Türkpençe,Serkan Çayoğlu,Murat Arkın",7146600,tv mini series,year and actor match,8.2,5607
The Confession Tapes,2017,Social & Cultural Documentaries,Kelly Loudenberg,7349602,tv series,year and title match,7.5,4499
On My Block,2018,Teen Romance,"Sierra Capri,Jason Genao,Brett Gray",7879820,tv series,year and actor match,8.1,9627
Wild Wild Country,2018,Award-winning TV Programmes,,7768848,tv mini series,year match,8.2,22394
Awake: The Million Dollar Game,2019,Reality TV,James Davis,10370956,tv series,year and actor match,5.9,572
Evil Genius: the True Story of America's Most Diabolical Bank Heist,2018,Mystery Programmes,,8342862,tv mini series,year match,7.6,20722
Lovesick,2014,Sitcoms,"Johnny Flynn,Antonia Thomas,Daniel Ings",4051832,tv series,year and actor match,8.1,14820
Neo Yokio,2017,Comedy Programmes,"Jaden Smith,Jude Law,Tavi Gevinson",7343832,tv series,year and actor match,5.8,2921
Mystic Pop-up Bar,2020,Korean Programmes,"Hwang Jung-eum,Yook Sung-jae,Choi Won-young",12246190,tv series,year and title match,8,555
Haunted,2018,Reality TV,,9077192,tv series,year match,4.5,2157
The Wrong Missy,2020,Quirky Romance,"David Spade,Lauren Lapkus,Nick Swardson",9619798,movie,year and actor match,5.7,28008
Fear City: New York vs The Mafia,2020,True Crime Documentaries,,12588372,tv mini series,year match,7.2,3524
Another Life,2019,Action & Adventure Programmes,"Katee Sackhoff,Justin Chatwin,Samuel Anderson",8369840,tv series,year and actor match,4.9,22852
White Rabbit Project,2016,Reality TV,"Tory Belleci,Kari Byron,Grant Imahara",6048644,tv series,year and actor match,6.9,1480
Four Seasons in Havana,2016,Crime TV Dramas,"Jorge Perugorría,Carlos Enrique Almirante,Mario Guerra",6164872,tv mini series,year and actor match,7.6,963
The Investigator: A British Crime Story,2016,True Crime Documentaries,"Mark Williams-Thomas,Rick Warden,Frances Millar",5900164,tv series,year and actor match,5.7,1341
Chilling Adventures of Sabrina,2018,TV Shows Based on Comics,"Kiernan Shipka,Ross Lynch,Miranda Otto",7569592,tv series,year and actor match,7.6,67649
Fastest Car,2018,Reality TV,,8295694,tv series,year match,7.1,1030
Peaky Blinders,2013,Award-winning TV Programmes,"Cillian Murphy,Sam Neill,Helen McCrory",2442560,tv series,year and actor match,8.8,303938
Arthdal Chronicles,2019,Korean Programmes,"Song Joong-ki,Jang Dong-gun,Kim Ji-won",8750956,tv series,year and title match,8.4,2098
The Family,2019,Social & Cultural Documentaries,"James Cromwell,David Rysdahl,Ben Rosenfield",10715148,tv series,year and actor match,6.4,2748
Trailer Park Boys: The Animated Series,2019,Comedy Programmes,"Mike Smith,John Paul Tremblay,Robb Wells",9814900,tv series,year and actor match,7.5,2016
The Innocence Files,2020,Social & Cultural Documentaries,,11958922,tv mini series,year match,8,1658
Nailed It! Holiday!,2018,Reality TV,"Nicole Byer,Jacques Torres",8760264,tv series,year and actor match,7.8,787
Robozuna,2018,Kids' TV for ages 8 to 10,"Taylor Clarke-Hill,Tom Clarke-Hill,Larissa Murray",8454808,tv series,year and actor match,6.1,71
Money Heist,2017,Spanish-language TV Programmes,"Úrsula Corberó,Álvaro Morte,Itziar Ituño",6468322,tv series,year and actor match,8.4,264324
The Magic School Bus Rides Again,2017,Canadian TV Programmes,"Kate McKinnon,Miles Koseleci-Vieira,Mikaela Blake",3869122,tv series,year and actor match,6.2,597
Sebastian Maniscalco: Stay Hungry,2019,Stand-up & Chat Shows,Sebastian Maniscalco,9482786,movie,year and actor match,7.1,992
Sunderland 'Til I Die,2018,Social & Cultural Documentaries,,8914684,tv series,year match,8.2,5887
Space Force,2020,Comedy Programmes,"Steve Carell,John Malkovich,Ben Schwartz",9612516,tv series,year and actor match,6.8,37995
Malibu Rescue: The Next Wave,2020,Children & Family Films,"Ricardo Hurtado,Breanna Yde,Jackie R. Jacobson",11032990,movie,year and actor match,4.7,295
History 101,2020,Social & Cultural Documentaries,,11958648,tv series,year match,6.6,2383
The Good Cop,2018,Crime TV Dramas,"Tony Danza,Josh Groban,Monica Barbaro",7183074,tv series,year and actor match,7,4632
The Half Of It,2020,Romantic Dramas,"Leah Lewis,Daniel Diemer,Alexxis Lemire",9683478,movie,year and actor match,6.9,22848
The Seven Deadly Sins,2014,Anime Action,"Yuki Kaji,Sora Amamiya,Misaki Kuno",3909224,tv series,year and actor match,8.1,19450
Skylanders Academy,2016,Kids' TV for ages 8 to 10,"Justin Long,Jason Ritter,Ashley Tisdale",5916218,tv series,year and actor match,6.5,549
Osmosis,2019,French TV Programmes,"Agathe Bonitzer,Hugo Becker,Gaël Kamilindi",7043380,tv series,year and actor match,5.8,2351
Marco Polo,2014,Action & Adventure Programmes,"Lorenzo Richelmy,Benedict Wong,Chin Han",2189461,tv series,year and actor match,8,61908
Ask the StoryBots,2016,Little Kids,"Judy Greer,Erin Fitzgerald,Fred Tatasciore",5846856,tv series,year and actor match,8.3,644
Feel the Beat,2020,Comedies,"Sofia Carson,Wolfgang Novogratz,Donna Lynne Champlin",10714856,movie,year and actor match,6.3,5795
F is for Family,2015,Sitcoms,"Bill Burr,Laura Dern,Justin Long",4326894,tv series,year and actor match,8,27406
Dave Chappelle: Sticks & Stones,2019,Stand-up & Chat Shows,Dave Chappelle,10810424,movie,year and actor match,8.5,20514
To All the Boys: P.S. I Still Love You,2020,Teen Comedies,"Lana Condor,Noah Centineo,Jordan Fisher",9354842,movie,year and actor match,6,20831
On Children,2018,Chinese  Programmes,"Chuan-Chen Yeh,Chung Hsin-ling,Frances Wu",8507402,tv mini series,year and actor match,7.3,283
Watership Down,2018,Action & Adventure Programmes,"James McAvoy,Nicholas Hoult,John Boyega",5670764,tv mini series,year and actor match,7.2,4848
When Heroes Fly,2018,Action & Adventure Programmes,"Tomer Kapon,Ninet Tayeb,Michael Aloni",8220344,tv series,year and actor match,7.3,2109
Tijuana,2019,Mexican TV Programmes,"Damián Alcázar,Tamara Vallarta,Rolf Petersen",8027624,tv series,year and actor match,7.1,269
La Mante,2017,French TV Programmes,"Carole Bouquet,Fred Testot,Pascal Demolon",6467482,tv mini series,year and actor match,7.5,9750
Dark,2017,Series,"Louis Hofmann,Oliver Masucci,Jördis Triebel",5753856,tv series,year and actor match,8.8,240204
Dracula,2020,British TV Dramas,"Claes Bang,Dolly Wells,John Heffernan",9139220,tv mini series,year and actor match,6.8,38883
"Hi Bye, Mama!",2020,Korean Programmes,"Kim Tae-hee,Lee Kyoo-hyung,Go Bo-gyeol",11804034,tv series,year and actor match,8,776
Crime Diaries: The Candidate,2019,Spanish-language TV Programmes,"Jorge A. Jiménez,Ilse Salas,Alberto Guerra",9327348,tv series,year and actor match,7.6,627
Dark Desire,2020,Spanish-language TV Programmes,"Maite Perroni,Erik Hayser,Alejandro Speitzer",12540080,tv series,year and actor match,6.3,1692
Flinch,2019,Reality TV,"Desiree Burch,Lloyd Griffith,Seann Walsh",9196244,tv series,year and actor match,4.1,584
Dinotrux,2015,Little Kids,"Andrew Francis,Richard Ian Cox,Ashleigh Ball",1396212,tv series,year and actor match,7,375
The Stranger,2020,Mystery Programmes,"Richard Armitage,Siobhan Finneran,Jennifer Saunders",9698480,tv series,year and actor match,7.3,29393
Jimmy: The True Story of a True Idiot,2018,Comedy Programmes,"Akiyoshi Nakao,Tetsuji Tamayama,Hiroyuki Onoue",6866914,tv series,year and actor match,6.5,52
Seven Seconds,2018,Award-winning TV Programmes,"Clare-Hope Ashitey,Regina King,Beau Knapp",6297682,tv mini series,year and actor match,7.7,12405
Easy,2016,Comedy Programmes,"Aubrey Plaza,Judy Greer,Jane Adams",5562056,tv series,year and actor match,6.9,11333
Indian Matchmaking,2020,Reality TV,,12580168,tv series,year match,6.1,1901
Elite,2018,LGBTQ TV Programmes,"Danna Paola,Itzan Escamilla,Miguel Bernardeau",7134908,tv series,year and actor match,7.6,41026
The Last Czars,2019,Biographical Documentaries,"Robert Jack,Susanna Herbert,Ben Cartwright",7949606,tv series,year and actor match,7.3,5399
Leila,2019,Drama Programmes,"Huma Qureshi,Siddharth,Rahul Khanna",9337588,tv series,year and actor match,4.7,7396
Outer Banks,2020,Action & Adventure Programmes,"Chase Stokes,Madelyn Cline,Madison Bailey",10293938,tv series,year and actor match,7.6,14917
Ingobernable,2017,Spanish-language TV Programmes,"Kate del Castillo,Eréndira Ibarra,Alberto Guerra",6495756,tv series,year and actor match,7.2,2465
Home Game,2020,Social & Cultural Documentaries,,12429046,tv series,year match,7.1,490
Ad Vitam,2018,French TV Programmes,"Yvan Attal,Garance Marillier,Niels Schneider",8548830,tv series,year and actor match,6.4,1089
House of Cards,2013,Series,"Robin Wright,Michael Kelly,Diane Lane",1856010,tv series,year and actor match,8.7,455171
Love on the Spectrum,2019,Reality TV,Brooke Satchwell,11904786,tv series,year and title match,8.7,1467
Unstoppable,2020,Mexican TV Programmes,"Tessa Ia,Bárbara López,Lucía Uribe",11120674,tv series,year and actor match,7.3,576
Trinkets,2019,LGBTQ TV Programmes,"Brianna Hildebrand,Kiana Madeira,Quintessa Swindell",9134194,tv series,year and actor match,7.1,4529
Marco Polo: One Hundred Eyes,2015,Action & Adventure Programmes,"Tom Wu,Benedict Wong,Michelle Yeoh",5235348,tv short,year and actor match,7.8,8995
Little Things,2016,Comedy Programmes,"Dhruv Sehgal,Mithila Palkar",6522580,tv series,year and actor match,8.2,3816
Living with Yourself,2019,Comedy Programmes,"Paul Rudd,Aisling Bea,Desmin Borges",8880894,tv series,year and actor match,7.2,23140
Inside the Real Narcos,2018,Crime Documentaries,Jason Fox,9437310,tv series,year and actor match,7.6,518
Rhythm + Flow,2019,Award-winning TV Programmes,"Cardi B,Chance The Rapper,T.I.",9278032,tv series,year and actor match,7.6,1191
Tidying Up with Marie Kondo,2019,Reality TV,Marie Kondo,8115560,tv series,year and actor match,6.6,2742
Team Kaylie,2019,Kids' TV for ages 8 to 10,"Bryana Salaz,Alison Fernandez,Symera Jackson",9717424,tv series,year and actor match,4.1,184
Drug Squad: Costa del Sol,2019,Action & Adventure Programmes,"Hugo Silva,Álvaro Cervantes,Miki Esparbé",8476166,tv series,year and actor match,6.7,339
Don't F**k with Cats: Hunting an Internet Killer,2019,Critically-acclaimed Documentaries,,11318602,tv mini series,year match,8.1,31600
Absurd Planet,2020,Science & Nature TV,Afi Ekulona,12027008,tv series,year and actor match,3.9,1131
No Good Nick,2019,Kids' TV for ages 8 to 10,"Melissa Joan Hart,Sean Astin,Siena Agudong",9039142,tv series,year and actor match,5.8,1987
Money Heist: The Phenomenon,2020,International Documentaries,,12078990,tv movie,year match,7.5,1824
Nowhere Man,2019,Taiwanese TV Programmes,"Alyssa Chia,Mavis Fan,Joseph Chang",10895588,tv series,year and actor match,5.4,261
Free Rein,2017,Animal Tales,"Jaylen Barron,Manpreet Bambra,Celine Buckens",6928052,tv series,year and actor match,7.3,1526
Some Assembly Required,2014,Canadian TV Programmes,"Kolton Stewart,Harrison Houde,Charlie Storwick",3441810,tv series,year and actor match,3.5,670
Styling Hollywood,2019,Reality TV,"Jason Bolden,Adair Curtis",10715202,tv series,year and title match,6.6,267
Crazy Delicious,2020,Reality TV,"Jayde Adams,Carla Hall,Heston Blumenthal",11301834,tv series,year and actor match,6.8,462
The Boss Baby: Back in Business,2018,Kids' TV for ages 8 to 10,"JP Karliak,Pierce Gagnon,Kevin Michael Richardson",7741824,tv series,year and actor match,6.4,2019
Drug Lords,2018,True Crime Documentaries,,7935522,tv series,year match,6.9,951
All Hail King Julien,2014,Kids' TV for ages 8 to 10,"Danny Jacobs,Andy Richter,Henry Winkler",3807022,tv series,year and actor match,7.2,1445
Undercover Law,2017,Colombian TV Programmes,"Viña Machado,Juana del Río,Luna Baxter",8888710,tv series,Manual,7.2,145
Nadiya’s Time to Eat,2020,Food & Travel TV,Nadiya Hussain,9846284,tv series,Manual,7.4,245
Dave Chappelle: Equanimity & The Bird Revelation,2017,Stand-up Comedy,Dave Chappelle,7806998,movie,Manual,8.2,9130
Lady J,2019,Romantic Dramas,"Cécile De France,Édouard Baer,Alice Isaaz",7530986,movie,Manual,6.9,2167
Bad Guys: Vile City,2018,Korean Programmes,"Park Joong-hoon,Joo Jin-mo,Yang Ik-june",12404980,tv series,Manual,8.5,22
Cathedral of the Sea,2017,International Programmes,"Aitor Luna,Daniel Grao,Michelle Jenner",4944694,tv series,Manual,7.5,2811
The Great British Baking Show: Holidays,2018,Food & Travel TV,"Paul Hollywood,Prue Leith,Sandi Toksvig",,,Manual,,
